Date,Sentiment,Count,
1/2/2019 0:00,-0.113407823,489,
1/3/2019 0:00,-0.146208533,567,
1/4/2019 0:00,-0.107932693,570,
1/5/2019 0:00,-0.120535716,145,
1/6/2019 0:00,-0.131111112,183,
1/7/2019 0:00,-0.096127565,607,
1/8/2019 0:00,-0.130769233,703,
1/9/2019 0:00,-0.130162415,599,
1/10/2019 0:00,-0.120353984,638,
1/11/2019 0:00,-0.140596332,584,
1/12/2019 0:00,-0.110294118,188,
1/13/2019 0:00,-0.13267974,194,
1/14/2019 0:00,-0.123870969,648,
1/15/2019 0:00,-0.153815263,675,
1/16/2019 0:00,-0.128372095,609,
1/17/2019 0:00,-0.122716629,587,
1/18/2019 0:00,-0.124929974,492,
1/19/2019 0:00,-0.109000001,138,
1/20/2019 0:00,-0.100000001,181,
1/21/2019 0:00,-0.068367348,407,
1/22/2019 0:00,-0.108872903,588,
1/23/2019 0:00,-0.099229288,695,
1/24/2019 0:00,-0.11418048,729,
1/25/2019 0:00,-0.097826088,618,
1/26/2019 0:00,-0.072916667,196,
1/27/2019 0:00,-0.053503185,220,
1/28/2019 0:00,-0.08392157,725,
1/29/2019 0:00,-0.109932662,802,
1/30/2019 0:00,-0.093252596,812,
1/31/2019 0:00,-0.101030929,818,
2/1/2019 0:00,-0.119419644,640,
2/2/2019 0:00,-0.131730769,144,
2/3/2019 0:00,-0.071724139,195,
2/4/2019 0:00,-0.076470589,602,
2/5/2019 0:00,-0.133823531,568,
2/6/2019 0:00,-0.09222904,664,
2/7/2019 0:00,-0.094188378,714,
2/8/2019 0:00,-0.101094093,621,
2/9/2019 0:00,-0.146078434,141,
2/10/2019 0:00,-0.073154364,186,
2/11/2019 0:00,-0.084928718,650,
2/12/2019 0:00,-0.124130881,687,
2/13/2019 0:00,-0.102712478,759,
2/14/2019 0:00,-0.116694775,790,
2/15/2019 0:00,-0.158758317,626,
2/16/2019 0:00,-0.117283953,214,
2/17/2019 0:00,-0.092670158,256,
2/18/2019 0:00,-0.098345155,598,
2/19/2019 0:00,-0.086826348,701,
2/20/2019 0:00,-0.10460922,732,
2/21/2019 0:00,-0.103723406,772,
2/22/2019 0:00,-0.137908498,627,
2/23/2019 0:00,-0.146846848,153,
2/24/2019 0:00,-0.099441343,258,
2/25/2019 0:00,-0.069273744,739,
2/26/2019 0:00,-0.1287695,802,
2/27/2019 0:00,-0.11374322,761,
2/28/2019 0:00,-0.068339769,755,
3/1/2019 0:00,-0.127654323,554,
3/2/2019 0:00,-0.101020408,131,
3/3/2019 0:00,-0.05,175,
3/4/2019 0:00,-0.083841465,481,
3/5/2019 0:00,-0.093016761,528,
3/6/2019 0:00,-0.120954359,648,
3/7/2019 0:00,-0.128092245,677,
3/8/2019 0:00,-0.109670784,650,
3/9/2019 0:00,-0.060655738,172,
3/10/2019 0:00,-0.16734694,205,
3/11/2019 0:00,-0.120434785,646,
3/12/2019 0:00,-0.115400845,652,
3/13/2019 0:00,-0.124229981,651,
3/14/2019 0:00,-0.1290795,653,
3/15/2019 0:00,-0.131742245,581,
3/16/2019 0:00,-0.109016395,163,
3/17/2019 0:00,-0.137179489,209,
3/18/2019 0:00,-0.100881059,640,
3/19/2019 0:00,-0.10764706,722,
3/20/2019 0:00,-0.108098593,765,
3/21/2019 0:00,-0.108576644,735,
3/22/2019 0:00,-0.11794355,697,
3/23/2019 0:00,-0.1380531,165,
3/24/2019 0:00,-0.10890411,200,
3/25/2019 0:00,-0.112072073,748,
3/26/2019 0:00,-0.113800001,724,
3/27/2019 0:00,-0.089417991,794,
3/28/2019 0:00,-0.111130437,795,
3/29/2019 0:00,-0.075951905,666,
3/30/2019 0:00,-0.03150685,196,
3/31/2019 0:00,-0.08647059,245,
4/1/2019 0:00,-0.109381238,705,
4/2/2019 0:00,-0.137142859,647,
4/3/2019 0:00,-0.125324677,654,
4/4/2019 0:00,-0.129540919,661,
4/5/2019 0:00,-0.111876487,572,
4/6/2019 0:00,-0.118584072,150,
4/7/2019 0:00,-0.11956522,242,
4/8/2019 0:00,-0.120289857,578,
4/9/2019 0:00,-0.103603605,621,
4/10/2019 0:00,-0.125000002,637,
4/11/2019 0:00,-0.124250002,566,
4/12/2019 0:00,-0.109762534,516,
4/13/2019 0:00,-0.068,128,
4/14/2019 0:00,-0.055639098,193,
4/15/2019 0:00,-0.080346821,494,
4/16/2019 0:00,-0.08904429,597,
4/17/2019 0:00,-0.130701756,632,
4/18/2019 0:00,-0.060421053,664,
4/19/2019 0:00,-0.100347224,401,
4/20/2019 0:00,-0.096638658,168,
4/21/2019 0:00,-0.140000001,207,
4/22/2019 0:00,-0.097643981,542,
4/23/2019 0:00,-0.120696326,742,
4/24/2019 0:00,-0.090280375,786,
4/25/2019 0:00,-0.109807357,760,
4/26/2019 0:00,-0.104883229,653,
4/27/2019 0:00,-0.092546585,210,
4/28/2019 0:00,-0.117187502,244,
4/29/2019 0:00,-0.09584087,778,
4/30/2019 0:00,-0.098608966,890,
5/1/2019 0:00,-0.121532093,662,
5/2/2019 0:00,-0.074181119,694,
5/3/2019 0:00,-0.075487466,507,
5/4/2019 0:00,-0.131313133,134,
5/5/2019 0:00,-0.144512197,208,
5/6/2019 0:00,-0.136683419,550,
5/7/2019 0:00,-0.125227274,620,
5/8/2019 0:00,-0.143763216,650,
5/9/2019 0:00,-0.127272729,723,
5/10/2019 0:00,-0.148974946,579,
5/11/2019 0:00,-0.122000001,138,
5/12/2019 0:00,-0.148571431,238,
5/13/2019 0:00,-0.159727628,657,
5/14/2019 0:00,-0.136363638,675,
5/15/2019 0:00,-0.123185485,695,
5/16/2019 0:00,-0.13245968,674,
5/17/2019 0:00,-0.118259025,663,
5/18/2019 0:00,-0.084558825,187,
5/19/2019 0:00,-0.108024692,231,
5/20/2019 0:00,-0.133194157,649,
5/21/2019 0:00,-0.132258067,730,
5/22/2019 0:00,-0.134235979,701,
5/23/2019 0:00,-0.105844157,663,
5/24/2019 0:00,-0.100250002,559,
5/25/2019 0:00,-0.0609375,175,
5/26/2019 0:00,-0.07401575,189,
5/27/2019 0:00,-0.113120569,402,
5/28/2019 0:00,-0.066206899,662,
5/29/2019 0:00,-0.100534761,783,
5/30/2019 0:00,-0.11672241,846,
5/31/2019 0:00,-0.117073173,732,
6/1/2019 0:00,-0.1075188,186,
6/2/2019 0:00,-0.150847459,239,
6/3/2019 0:00,-0.097867805,664,
6/4/2019 0:00,-0.144171781,656,
6/5/2019 0:00,-0.13920705,621,
6/6/2019 0:00,-0.086175944,793,
6/7/2019 0:00,-0.128541228,668,
6/8/2019 0:00,-0.088815791,211,
6/9/2019 0:00,-0.157396452,239,
6/10/2019 0:00,-0.122706424,646,
6/11/2019 0:00,-0.097814209,750,
6/12/2019 0:00,-0.121261263,765,
6/13/2019 0:00,-0.127972029,790,
6/14/2019 0:00,-0.124297191,694,
6/15/2019 0:00,-0.1192053,208,
6/16/2019 0:00,-0.132044201,240,
6/17/2019 0:00,-0.134154931,773,
6/18/2019 0:00,-0.11218182,774,
6/19/2019 0:00,-0.094746061,812,
6/20/2019 0:00,-0.112147889,806,
6/21/2019 0:00,-0.124404764,674,
6/22/2019 0:00,-0.074496645,201,
6/23/2019 0:00,-0.126285716,254,
6/24/2019 0:00,-0.114876035,829,
6/25/2019 0:00,-0.10185811,836,
6/26/2019 0:00,-0.104375001,890,
6/27/2019 0:00,-0.094444445,940,
6/28/2019 0:00,-0.075412845,764,
6/29/2019 0:00,-0.080000001,246,
6/30/2019 0:00,-0.09329897,267,
7/1/2019 0:00,-0.105737707,674,
7/2/2019 0:00,-0.124485599,663,
7/3/2019 0:00,-0.161220045,653,
7/4/2019 0:00,-0.074098361,422,
7/5/2019 0:00,-0.093708611,432,
7/6/2019 0:00,-0.037179489,115,
7/7/2019 0:00,-0.15310345,190,
7/8/2019 0:00,-0.138211384,519,
7/9/2019 0:00,-0.113397131,577,
7/10/2019 0:00,-0.064551423,640,
7/11/2019 0:00,-0.124329504,694,
7/12/2019 0:00,-0.131798247,633,
7/13/2019 0:00,-0.092187502,177,
7/14/2019 0:00,-0.091338585,177,
7/15/2019 0:00,-0.119214878,681,
7/16/2019 0:00,-0.099650961,777,
7/17/2019 0:00,-0.124115757,837,
7/18/2019 0:00,-0.1010142,716,
7/19/2019 0:00,-0.0949187,677,
7/20/2019 0:00,-0.107534249,201,
7/21/2019 0:00,-0.063101605,256,
7/22/2019 0:00,-0.093298061,774,
7/23/2019 0:00,-0.094819467,856,
7/24/2019 0:00,-0.080982569,874,
7/25/2019 0:00,-0.109624062,896,
7/26/2019 0:00,-0.122627739,752,
7/27/2019 0:00,-0.126666668,209,
7/28/2019 0:00,-0.141116754,268,
7/29/2019 0:00,-0.113838552,867,
7/30/2019 0:00,-0.135757577,955,
7/31/2019 0:00,-0.12170213,990,
8/1/2019 0:00,-0.113440001,838,
8/2/2019 0:00,-0.131739133,647,
8/3/2019 0:00,-0.158267719,179,
8/4/2019 0:00,-0.084023669,238,
8/5/2019 0:00,-0.169111971,692,
8/6/2019 0:00,-0.138112524,741,
8/7/2019 0:00,-0.134935307,743,
8/8/2019 0:00,-0.131225298,691,
8/9/2019 0:00,-0.124547286,648,
8/10/2019 0:00,-0.170138891,194,
8/11/2019 0:00,-0.145086708,231,
8/12/2019 0:00,-0.125102882,675,
8/13/2019 0:00,-0.132884617,711,
8/14/2019 0:00,-0.150000002,704,
8/15/2019 0:00,-0.096713616,588,
8/16/2019 0:00,-0.130386742,488,
8/17/2019 0:00,-0.069026551,146,
8/18/2019 0:00,-0.127857144,191,
8/19/2019 0:00,-0.083208021,562,
8/20/2019 0:00,-0.10021882,621,
8/21/2019 0:00,-0.094556452,671,
8/22/2019 0:00,-0.106939503,782,
8/23/2019 0:00,-0.120198022,712,
8/24/2019 0:00,-0.085549134,226,
8/25/2019 0:00,-0.090677968,305,
8/26/2019 0:00,-0.100589392,724,
8/27/2019 0:00,-0.068769717,903,
8/28/2019 0:00,-0.118441973,887,
8/29/2019 0:00,-0.093249609,927,
8/30/2019 0:00,-0.088007057,796,
8/31/2019 0:00,-0.11708543,271,
9/1/2019 0:00,-0.09385475,233,
9/2/2019 0:00,-0.108668732,456,
9/3/2019 0:00,-0.142664095,713,
9/4/2019 0:00,-0.100164746,798,
9/5/2019 0:00,-0.112209303,722,
9/6/2019 0:00,-0.113737375,685,
9/7/2019 0:00,-0.05462963,160,
9/8/2019 0:00,-0.125433528,247,
9/9/2019 0:00,-0.115992649,777,
9/10/2019 0:00,-0.1463621,806,
9/11/2019 0:00,-0.11421233,799,
9/12/2019 0:00,-0.110573478,779,
9/13/2019 0:00,-0.118562876,701,
9/14/2019 0:00,-0.100000001,215,
9/15/2019 0:00,-0.098907106,240,
9/16/2019 0:00,-0.134458261,763,
9/17/2019 0:00,-0.144640002,837,
9/18/2019 0:00,-0.123360001,850,
9/19/2019 0:00,-0.095524693,888,
9/20/2019 0:00,-0.114358976,798,
9/21/2019 0:00,-0.127485381,247,
9/22/2019 0:00,-0.127705629,313,
9/23/2019 0:00,-0.094247789,925,
9/24/2019 0:00,-0.122072074,929,
9/25/2019 0:00,-0.093251535,904,
9/26/2019 0:00,-0.091927513,847,
9/27/2019 0:00,-0.088188978,693,
9/28/2019 0:00,-0.047297299,215,
9/29/2019 0:00,-0.085310735,236,
9/30/2019 0:00,-0.099457506,806,
10/1/2019 0:00,-0.108260871,651,
10/2/2019 0:00,-0.09979339,668,
10/3/2019 0:00,-0.110516935,750,
10/4/2019 0:00,-0.112172286,711,
10/5/2019 0:00,-0.134810129,203,
10/6/2019 0:00,-0.150251259,257,
10/7/2019 0:00,-0.126849896,655,
10/8/2019 0:00,-0.156827311,698,
10/9/2019 0:00,-0.123210834,697,
10/10/2019 0:00,-0.111721613,739,
10/11/2019 0:00,-0.111196913,712,
10/12/2019 0:00,-0.127338132,192,
10/13/2019 0:00,-0.114545457,284,
10/14/2019 0:00,-0.088617887,666,
10/15/2019 0:00,-0.136000002,804,
10/16/2019 0:00,-0.12715232,814,
10/17/2019 0:00,-0.120333335,818,
10/18/2019 0:00,-0.129850748,741,
10/19/2019 0:00,-0.131125829,199,
10/20/2019 0:00,-0.090821258,272,
10/21/2019 0:00,-0.104436862,815,
10/22/2019 0:00,-0.137025798,916,
10/23/2019 0:00,-0.106959155,909,
10/24/2019 0:00,-0.100453174,922,
10/25/2019 0:00,-0.136842108,803,
10/26/2019 0:00,-0.118589746,230,
10/27/2019 0:00,-0.095370372,281,
10/28/2019 0:00,-0.093442625,866,
10/29/2019 0:00,-0.095665173,949,
10/30/2019 0:00,-0.117241381,1031,
10/31/2019 0:00,-0.107177035,892,
11/1/2019 0:00,-0.12584071,741,
11/2/2019 0:00,-0.129787236,186,
11/3/2019 0:00,-0.147959186,263,
11/4/2019 0:00,-0.117032969,769,
11/5/2019 0:00,-0.117322836,860,
11/6/2019 0:00,-0.108275864,805,
11/7/2019 0:00,-0.1029724,662,
11/8/2019 0:00,-0.115365855,576,
11/9/2019 0:00,-0.063478262,174,
11/10/2019 0:00,-0.083846153,174,
11/11/2019 0:00,-0.10066519,610,
11/12/2019 0:00,-0.120925112,639,
11/13/2019 0:00,-0.121024737,761,
11/14/2019 0:00,-0.095090018,843,
11/15/2019 0:00,-0.129895107,782,
11/16/2019 0:00,-0.100740742,175,
11/17/2019 0:00,-0.124742269,260,
11/18/2019 0:00,-0.122631581,808,
11/19/2019 0:00,-0.131905467,957,
11/20/2019 0:00,-0.121961935,947,
11/21/2019 0:00,-0.088297873,921,
11/22/2019 0:00,-0.115136878,890,
11/23/2019 0:00,-0.090322582,216,
11/24/2019 0:00,-0.115450646,300,
11/25/2019 0:00,-0.097720367,948,
11/26/2019 0:00,-0.086706057,986,
11/27/2019 0:00,-0.109908538,937,
11/28/2019 0:00,-0.077715357,735,
11/29/2019 0:00,-0.093123774,712,
11/30/2019 0:00,-0.061589405,227,
12/1/2019 0:00,-0.100520834,255,
12/2/2019 0:00,-0.105273071,739,
12/3/2019 0:00,-0.10091241,761,
12/4/2019 0:00,-0.123499144,807,
12/5/2019 0:00,-0.074637682,765,
12/6/2019 0:00,-0.104250561,635,
12/7/2019 0:00,-0.116363639,157,
12/8/2019 0:00,-0.097333335,215,
12/9/2019 0:00,-0.109193247,740,
12/10/2019 0:00,-0.133463799,736,
12/11/2019 0:00,-0.090863789,839,
12/12/2019 0:00,-0.068644069,792,
12/13/2019 0:00,-0.089770725,778,
12/14/2019 0:00,-0.158955225,193,
12/15/2019 0:00,-0.108196723,259,
12/16/2019 0:00,-0.083760685,818,
12/17/2019 0:00,-0.106456694,907,
12/18/2019 0:00,-0.075925927,867,
12/19/2019 0:00,-0.092606286,782,
12/20/2019 0:00,-0.078037385,628,
12/21/2019 0:00,-0.069230771,167,
12/22/2019 0:00,-0.068613139,190,
12/23/2019 0:00,-0.090476192,618,
12/24/2019 0:00,-0.074576272,490,
12/25/2019 0:00,-0.085826773,201,
12/26/2019 0:00,-0.077837838,523,
12/27/2019 0:00,-0.05882353,631,
12/28/2019 0:00,-0.034013607,196,
12/29/2019 0:00,-0.121212123,246,
12/30/2019 0:00,-0.077459017,686,
12/31/2019 0:00,-0.081839082,630,
